ID,X,Y,NOMBRE,CALLE,ALTURA,REPRES_TECNICO,TELEFONO,MAIL,NOM_GEO,COMUNAS,BARRIOS,SUMI_ELECTRICO,POBLACION,GRUP_ELECT,SUMINISTR
240,"-58,37275675","-34,62788901",RES. GER. LA PLAZA,DOCTOR PROFESOR ENRIQUE FINOCHIETTO,529,ADRIANA MUÑIZ,15-6155-4283,aimuniz@hotmail.com,529 FINOCHIETTO ENRIQUE DR.,COMUNA 04,BARRACAS,EDESUR,,,
2,"-58,41012028","-34,62774207",HOGAR ENTRE AMIGOS,24 DE NOVIEMBRE,1421,GRIFFO MATIAS NICOLAS,15-5339-2274,mgriffo_2000@yahoo.com,1421 24 DE NOVIEMBRE,COMUNA 03,SAN CRISTOBAL,EDESUR,,,CAMBIO DE REPRESENTANTE TECNICO
191,"-58,49710173","-34,62771067",LA FUENTE,CARRASCO,933,DURANDEU LURDES,4372-9514,,,,,,,,
127,"-58,467517","-34,6275662",SERVICIOS PREFERENCIALES AJ S.R.L.,BACACAY,2672,BADALUCCO MARIANO,,consultoraprevention@gmail.com,2672 BACACAY,COMUNA 07,FLORES,EDESUR,S/D,NO,
506,"-58,37676502","-34,62751377",SAN FRANCISCO,TACUARI,1670,DORADO MARIA GABRIELA,15-3549-9893,gabrieldoradohys@aconra.com.ar,1670 TACUARI,COMUNA 01,CONSTITUCION,EDESUR,,,
298,"-58,46023783","-34,62739265",GER. SAN GERMAN,GAVILAN,52,CARNEVALE MABEL,5252-0909/15-5247-4239,arquitecta.mc@gmail.com,52 GAVILAN,COMUNA 07,FLORES,EDESUR,,,
90,"-58,38964981","-34,62726128",GER. SAN FRANCISCO DE ASIS,AV JUAN DE GARAY,1714,FEBRERO LUCIANO,15-6471-4621/3968-1325,lucianofebrero@gmail.com,"1714 GARAY, JUAN DE AV.",COMUNA 01,CONSTITUCION,EDESUR,,,
128,"-58,46637264","-34,62713786",SAN JORGE,BACACAY,2585,ROMAGNOLI,4301-6695,,,,,,,,
126,"-58,46584914","-34,62707676",LOS PINOS,BACACAY,2550,MINOTTI CARLOS AGUSTIN,4523-4889,carlosminotti@yahoo.com.ar,2550/2 BACACAY,COMUNA 07,FLORES,EDESUR,S/D,NO,
159,"-58,46675288","-34,62699969",PRESTACIONES S.A.,BOLIVIA,324,ADRIANA MUÑIZ,15-6155-4283,aimuniz@hotmail.com,324 ESTADO PLURINACIONAL DE BOLIVIA,COMUNA 07,FLORES,EDESUR,,,
193,"-58,4201011","-34,62698606",CENTRO DEL SOL,CASTRO,1169,MINOTTI CARLOS AGUSTIN,4523-4889,carlosminotti@yahoo.com.ar,1169 CASTRO,COMUNA 05,BOEDO,EDESUR,S/D,NO,
153,"-58,46914411","-34,62685524",DULCE ATARDECER DE NORMA HAYDEE LAUFER,BOGOTA,2756,MINOTTI CARLOS AGUSTIN,4523-4889,carlosminotti@yahoo.com.ar,2756 BOGOTA,COMUNA 07,FLORES,EDESUR,,,
100,"-58,50880418","-34,62652621",HOGAR GALICIA,AV LOPE DE VEGA,1444,MIRABITO OMAR HORACIO,15-4408-7170,,,,,,,,
288,"-58,45835727","-34,62624939",LA MEDALLA MILAGROSA,FRAY LUIS BELTRAN,82,CARUSO JUAN CARLOS,15-4493-9173,juanc.caruso@gmail.com,82/84 FRAY LUIS BELTRAN,COMUNA 07,FLORES,EDESUR,31,NO,
407,"-58,42578573","-34,62608886",DULCE HOGAR I,MUÑIZ,1009,LIZASO ESTEBAN,15-5057-4121,,,,,,,,
553,"-58,45798292","-34,62577864",INST NAC DE SERV SOC PARA JUBILADOS Y PENSIONADOS,YERBAL,1953,GAETA ALBERTO,4345-1275,,,,,,,,
311,"-58,46558881","-34,62574643",GER. ARTIGAS REYLE SRL,GRAL. JOSE G. DE ARTIGAS,397,MINOTTI CARLOS AGUSTIN,4523-4889,carlosminotti@yahoo.com.ar,"397/395 ARTIGAS, JOSE GERVASIO, GRAL.",COMUNA 07,FLORES,EDESUR,S/D,NO,
285,"-58,4640801","-34,62567605",RES. ANGELES,FRAY CAYETANO RODRIGUEZ,368,FERREYRO JUAN JOSE,15-5304-3593/15-4046-3043,juan_barragan@fibertel.com.ar,368 FRAY CAYETANO RODRIGUEZ,COMUNA 07,FLORES,EDESUR,,,
399,"-58,50896547","-34,62562306",HOGAR SAN NICOLAS,MIRANDA,5269,HERMIDA DIEGO RODOLFO,15-6520-6678,diego_hermida72@yahoo.com.ar,5269 MIRANDA,COMUNA 10,MONTE CASTRO,EDESUR,24,NO,
217,"-58,39514977","-34,62557428",RES. GER. SANTA BARBARA,CONSTITUCION,2150,VACA VILLARROEL MAURO,15-5041-0924,vacavi@uolsinectis.com.ar,2150 CONSTITUCION,COMUNA 03,SAN CRISTOBAL,EDESUR,,,
152,"-58,4648977","-34,62552917",RECLISAN SRL,BOGOTA,2450,ADRIANA MUÑIZ,15-6155-4283,aimuniz@hotmail.com,2450 BOGOTA,COMUNA 07,FLORES,EDESUR,,,
162,"-58,45758551","-34,62548669",JORGE LUIS PAZOS MIRALLES,BOYACA,114,PICK PATRICIA,15-4400-0847,,,,,,,,
312,"-58,46584144","-34,62543071",ARTIGAS,GRAL. JOSE G. DE ARTIGAS,428,SOUTO EDUARDO,15-4141-4077,eduardosouto@speedy.com.ar,"428 ARTIGAS, JOSE GERVASIO, GRAL.",COMUNA 07,FLORES,EDESUR,,,CAMBIO DE REPRESENTANTE TECNICO
389,"-58,41462524","-34,6254281",SAGRADA FAMILIA,MAZA,1210,CUENCA GUILLERMO JUAN,4797-8032,guillermocuenca@gmail.com,1210 MAZA,COMUNA 05,BOEDO,EDESUR,,,
199,"-58,49824985","-34,62542471",GER. MODELO CERVANTES S.A.,CERVANTES,4651,MINOTTI CARLOS AGUSTIN,4523-4889,carlosminotti@yahoo.com.ar,4651 CERVANTES,COMUNA 10,VELEZ SARSFIELD,EDESUR,S/D,NO,
445,"-58,39727814","-34,62535906",HOGAR CASA DEL SOL - IDEAS,PICHINCHA,1372,RODRIGUEZ PABLO JAVIER,4228-7098,,,,,,,,
287,"-58,45873967","-34,6252929",GER. BELTRAN,FRAY LUIS BELTRAN,165,CUENCA GUILLERMO JUAN,4797-8032,guillermocuenca@gmail.com,165 FRAY LUIS BELTRAN,COMUNA 07,FLORES,EDESUR,,,
304,"-58,40874662","-34,62526972",DEL ESTE,GRAL URQUIZA,1236,,,,"1236/38 URQUIZA, GRAL.",COMUNA 03,SAN CRISTOBAL,EDESUR,,,
105,"-58,42769786","-34,62523303",RES. GER. PEDRO GOYENA,AV PEDRO GOYENA,38,PETRYH HORACIO RAMON,15-5809-4153/642,hl.higieneyseguridad@gmail.com,"38/40 GOYENA, PEDRO AV.",COMUNA 06,CABALLITO,EDESUR,,,
107,"-58,42764385","-34,62522757",RES. GER. MI NUEVO HOGAR,AV PEDRO GOYENA,34,ARIAS HORACIO ROBERTO,15-5175-2748,harias@buenosaires.gov.ar,,,,,,,
534,"-58,44198332","-34,62516998",VICTORIA,VALLE,1020,LIZASO ESTEBAN,15-5057-4121,,,,,,,,
500,"-58,42871553","-34,62492449",ESTABLECIMIENTO GER. DULCE HOGAR 2,SENILLOSA,677,LIZASO ESTEBAN,15-5057-4121,,,,,,,,
97,"-58,51073298","-34,62491897",BUENOS AIRES HOME S.R.L.,AV LOPE DE VEGA,1619,CARNEVALE MABEL,5252-0909/15-5247-4239,arquitecta.mc@gmail.com,1619/21 LOPE DE VEGA AV.,COMUNA 10,MONTE CASTRO,EDESUR,,,
286,"-58,4643145","-34,62486241",QUERENCIA DE MARIANA PEDROCCO,FRAY CAYETANO RODRIGUEZ,437,CERVERA ROBERTO HUGO,4545-7331,r_cervera@yahoo.com,437 FRAY CAYETANO RODRIGUEZ,COMUNA 07,FLORES,EDESUR,29,NO,
300,"-58,46158511","-34,62476186",RES. GER. LUZ CENTER,GAVILAN,378,LEIVA DAMIAN MARCELO,15-5039-3308,damianmarceloleiva@yahoo.com.ar,378 GAVILAN,COMUNA 07,FLORES,EDESUR,,,
522,"-58,42248971","-34,62466651",ASELFU S.R.L,TOTORAL,994,MARASCO JOSE ENRIQUE,4629-2905,jemarasco@hotmail.com,994 TOTORAL,COMUNA 05,BOEDO,EDESUR,33,NO,
158,"-58,46779276","-34,62462544",GER. BUENOS AIRES,BOLIVIA,542,ADRIANA MUÑZ,15-6155-4283,aimuniz@hotmail.com,542 ESTADO PLURINACIONAL DE BOLIVIA,COMUNA 07,FLORES,EDESUR,,,
540,"-58,4447243","-34,6245975",EN FLIA. DE MARIA CRISTINA BALLESTEROS,VICTOR MARTINEZ,241,MINOTTI CARLOS AGUSTIN,4523-4889,carlosminotti@yahoo.com.ar,"241 MARTINEZ, VICTOR",COMUNA 06,CABALLITO,EDESUR,,,
400,"-58,44963261","-34,62453038",GER. ST. LUCAS S.R.L,MIRO,54,MINOTTI CARLOS AGUSTIN,4523-4889,carlosminotti@yahoo.com.ar,54 MIRO,COMUNA 06,CABALLITO,EDESUR,,NO,S/D
406,"-58,47360569","-34,62450332",HOGAR DE ANCIANOS MOSHABZEKENIM,MORON,2966,CASTRO MARIO GABRIEL,15-6496-6758,castromariog@gmail.com,2966/68 MORON,COMUNA 07,FLORES,EDESUR,,,
498,"-58,42889786","-34,62403531",SENILLOSA,SENILLOSA,617,MINOTTI CARLOS AGUSTIN,4523-4889,carlosminotti@yahoo.com.ar,617/619 SENILLOSA,COMUNA 06,CABALLITO,EDESUR,S/D,NO,
222,"-58,44715131","-34,62391565",SANTA JULIA,CNEL RAMON L. FALCON,1315,LIZASO ESTEBAN,15-5057-4121,,,,,,,,
208,"-58,38910381","-34,62388413",RES. DE ANCIANOS COCHABAMBA,COCHABAMBA,1649,LIZASO ESTEBAN,15-5057-4121,,,,,,,,
210,"-58,38900489","-34,62387474",COCHABAMBA,COCHABAMBA,1641,LIZASO ESTEBAN,15-5057-4121,,,,,,,,
44,"-58,45869754","-34,62369494",GAVILAN ANEXO BOYACA,AV BOYACA,279,ADRIANA MUÑZ,15-6155-4283,aimuniz@hotmail.com,279 BOYACA AV.,COMUNA 07,FLORES,EDESUR,,,
335,"-58,40956686","-34,62364478",SANTA PATRICIA,HUMBERTO PRIMO,3140,MINOTTI CARLOS AGUSTIN,4523-4889,carlosminotti@yahoo.com.ar,3140HUMBERTO 1,COMUNA 03,SAN CRISTOBAL,EDESUR,S/D,SI,ESTABLECIMIENTO COMPLETO
39,"-58,46279673","-34,62361533",RES. OARA LA TERCERA EDAD LA CASONA DE MIS VIEJOS,AV AVELLANEDA,2258,SOCIN ADRIAN ALDO,15-6448-7041,adrian_socin@yahoo.com.ar,2258 AVELLANEDA AV.,COMUNA 07,FLORES,EDESUR,17,SI,CUBRE LA TOTALIDAD DEL ESTABLECIMIENTO
78,"-58,48016291","-34,62348017",HOGAR GAONA,AV GAONA,3947,CASTRO MARIO GABRIEL,15-6496-6758,castromariog@gmail.com,3947 GAONA AV.,COMUNA 11,VILLA SANTA RITA,EDESUR,,,
372,"-58,49529495","-34,62326251",GER. SAN CAYETANO,LOBOS,475,COLLADO RODRIGO,15-5893-8506,sanglarcollado@gmail.com,475 LOBOS,COMUNA 10,FLORESTA,EDESUR,,,CAMBIO DE REPRESENTANTE TECNICO
99,"-58,51322015","-34,62301188",RES. GER. SAN CAYETANO,AV LOPE DE VEGA,1847,GREGORIO ANDRES,,info@consultora-crt.com.ar,1847 LOPE DE VEGA AV.,COMUNA 10,MONTE CASTRO,EDESUR,,,
334,"-58,40519956","-34,62283989",PATRICIA MONICA KOSLOWSKI,HUMBERTO PRIMO,2853,MINOTTI CARLOS AGUSTIN,4523-4889,carlosminotti@yahoo.com.ar,2853HUMBERTO 1,COMUNA 03,SAN CRISTOBAL,EDESUR,,,
272,"-58,47090414","-34,62258015",RES. PARA MAYORES SM CIMOLAI EVA,FELIPE VALLESE,2748,CERVERA ROBERTO HUGO,4545-7331,r_cervera@yahoo.com,"2748 VALLESE, FELIPE",COMUNA 07,FLORES,EDESUR,,BAJA,CAMBIO DE REPRESENTANTE TECNICO
132,"-58,36980137","-34,62257623",RES. BALCARCE,BALCARCE,1235,BUSTAMANTE HERNAN,15-4447-9111,h_aconsultores@telecentro.com.ar,1235 BALCARCE,COMUNA 01,SAN TELMO,EDESUR,,,
333,"-58,40331147","-34,62253083",RES. GER. EL CALDEN,HUMBERTO PRIMO,2745,LIZASO ESTEBAN,15-5057-4121,,,,,,,,
404,"-58,46631694","-34,62228576",MAURA,MORON,2432,SOUTO EDUARDO,15-4141-4077,eduardosouto@speedy.com.ar,2432 MORON,COMUNA 07,FLORES,EDESUR,,,CAMBIO DE REPRESENTANTE TECNICO
188,"-58,40694196","-34,62192396",GER. SAN FRANCISCO DE ASIS,CARLOS CALVO,2965,MINOTTI CARLOS AGUSTIN,4523-4889,carlosminotti@yahoo.com.ar,"2965/67 CALVO, CARLOS",COMUNA 03,SAN CRISTOBAL,EDESUR,S/D,NO,
375,"-58,52931697","-34,62157019",ALICIA N SEPULVEDA,M. PORCEL DE PERALTA,1473,ROMERO NESTOR DANIEL,15-5961-9164,nestoromero5@yahoo.com.ar,"1473/75 PORCEL DE PERALTA, MANUEL",COMUNA 10,VILLA REAL,EDESUR,,,
175,"-58,45790106","-34,62142691",GER.S GEBEDOS SRL GUSTAVO  BOHN,CALCENA,429,ABUIN RA HECTOR,15-5962-6013,raul_abuin@yahoo.com.ar,429 CALCENA,COMUNA 07,FLORES,EDESUR,30,NO,
273,"-58,46715162","-34,62131165",DAMONTE EDGARDO - RES. SAN ALBERTO S.A.,FELIPE VALLESE,2457,SOUTO EDUARDO,15-4141-4077,eduardosouto@speedy.com.ar,"2457 VALLESE, FELIPE",COMUNA 07,FLORES,EDESUR,,,CAMBIO DE REPRESENTANTE TECNICO
92,"-58,40282477","-34,62125758",SHEMESH,AV JUJUY,1007,COLLADO RODRIGO,15-5893-8506,sanglarcollado@gmail.com,1007 JUJUY AV.,COMUNA 03,SAN CRISTOBAL,EDESUR,,,CAMBIO DE REPRESENTANTE TECNICO
239,"-58,40615017","-34,62117144",GRANNY S HOUSE SRL,DEAN FUNES,950,BARRAGAN JUAN CARLOS,,info@hsl-asociados.com.ar,950 DEAN FUNES,COMUNA 03,SAN CRISTOBAL,EDESUR,,,
547,"-58,38870691","-34,62111421",RES. GER. SANTA TERESITA,VIRREY CEVALLOS,1082,ADRIANA MUÑZ,15-6155-4283,aimuniz@hotmail.com,"1082/84 CEVALLOS, VIRREY",COMUNA 01,CONSTITUCION,EDESUR,,,
505,"-58,37870713","-34,62108137",GER. SAN JUAN,TACUARI,1115,SUAREZ ALEJANDRO D.,15-6534-5189,ing.alejandrosuarez@yahoo.com.ar,1115 TACUARI,COMUNA 01,CONSTITUCION,EDESUR,,,
336,"-58,37941922","-34,62086577",INST. GER. 9 DE JULIO,HUMBERTO PRIMO,953,LIZASO ESTEBAN,15-5057-4121,,,,,,,,
189,"-58,39681785","-34,62073932",GER. SAN JOSE,CARLOS CALVO,2180,MILANESI CARLOS RODOLFO,,estudioplus@estudioplus.com.ar,"2180 CALVO, CARLOS",COMUNA 03,SAN CRISTOBAL,EDESUR,,,
274,"-58,46540632","-34,62072382",SERVIPREF S.R.L.,FELIPE VALLESE,2337,BADALUCCO MARIANO,,consultoraprevention@gmail.com,"2337 VALLESE, FELIPE",COMUNA 07,FLORES,EDESUR,S/D,NO,
129,"-58,4899991","-34,6205361",RES. PARA MAYORES B.B.,BAHIA BLANCA,1460,ADES HECTOR,4781-9460,hector.ades@gmail.com,1460 BAHIA BLANCA,COMUNA 10,FLORESTA,EDESUR,,,
43,"-58,41649783","-34,62053444",COPAHUE,AV BOEDO,664,DI BENEDETTO LUIS ERNESTO,4925-1774,arquidetto@yahoo.com.ar,664 BOEDO AV.,COMUNA 05,ALMAGRO,EDESUR,S/D,NO,
41,"-58,4542686","-34,62051896",AYGERES S.R.L.,AV AVELLANEDA,1625,MINOTTI CARLOS AGUSTIN,4523-4889,carlosminotti@yahoo.com.ar,1625 AVELLANEDA AV.,COMUNA 06,CABALLITO,EDESUR,S/D,NO,
397,"-58,42500443","-34,62037463",AÑOS DORADOS,MEXICO,4167,LIZASO ESTEBAN,15-5057-4121,,,,,,,,
245,"-58,45719814","-34,6202525",PARA MAYORES PARQUE ROSAL,DR. JUAN F. ARANGUREN,1832,BRAVO GUSTAVO RAUL,4542-6811/15-3353-4880,info@technologyprevingea.com.ar,,,,,,,
190,"-58,3925396","-34,62023843",RES. GER. SAN MARTIN,CARLOS CALVO,1855,LIZASO ESTEBAN,15-5057-4121,,,,,,,,
464,"-58,4372447","-34,62023114",RIGLOS,RIGLOS,135,LIZASO ESTEBAN,15-5057-4121,,,,,,,,
181,"-58,50793441","-34,62015099",MIRTA GRACIELA DE CONDE,CANADA,4957,DACHEVSKY EDGARDO,15-6397-6827,egdy_7@yahoo.com.ar,4957/61 CANADA,COMUNA 10,MONTE CASTRO,EDESUR,,,
146,"-58,50438644","-34,6201153",CASABLANCA,BENITO JUAREZ,2120,RODRIGUEZ BUSSI SEBASTIAN MATIAS,4992-6675,smrodriguezbussi@hotmail.com,"2120 JUAREZ, BENITO",COMUNA 10,MONTE CASTRO,EDESUR,11,NO,
499,"-58,42961836","-34,6199001",RES. GER. LUZ DE VIDA,SENILLOSA,324,LIZASO ESTEBAN,15-5057-4121,,,,,,,,
120,"-58,45661795","-34,61989065",RENACER II,AV GRAL. DONATO ALVAREZ,505,GRIFFO MATIAS,15-5339-2274,mgriffo_2000@yahoo.com,"505 ALVAREZ, DONATO, TTE. GRAL. AV.",COMUNA 06,CABALLITO,EDESUR,32,NO,
322,"-58,43042131","-34,61967634",CLINICA GER. GUAYAQUIL S.A,GUAYAQUIL,143,MAGGIO FABIAN ALEJANDRO,15-5029-4566,fmaggio@speedy.com.ar,143 GUAYAQUIL,COMUNA 06,CABALLITO,EDESUR,,,
280,"-58,52331225","-34,6196197",MAGLIONI ROSA LIA,FRANCISCO BAUZA,2372,MAGGIO FABIAN ALEJANDRO,15-5029-4566,fmaggio@speedy.com.ar,"2372 BAUZA, FRANCISCO",COMUNA 10,VILLA REAL,EDESUR,,,
426,"-58,46552894","-34,61947481",NONNI S.R.L,PAEZ,2315,ADRIANA MUÑIZ,15-6155-4283,aimuniz@hotmail.com,2315 CABA PAEZ,COMUNA 07,FLORES,EDESUR,,,
91,"-58,40337394","-34,61946016",SAN S.,AV JUJUY,863,BOURET CARLOS,4631-8409,cabouret@gmail.com,863/67 JUJUY AV.,COMUNA 03,SAN CRISTOBAL,EDESUR,,,
276,"-58,46113158","-34,61908601",LA CASA DE MATIAS,FELIPE VALLESE,1960,CERVERA ROBERTO HUGO,4545-7331,r_cervera@yahoo.com,"1960/62 VALLESE, FELIPE",COMUNA 07,FLORES,EDESUR,,BAJA,CAMBIO DE REPRESENTANTE TECNICO
231,"-58,48080706","-34,61906693",BARISOL SRL,CUENCA,1242,ADRIANA MUÑIZ,15-6155-4283,aimuniz@hotmail.com,1242 CUENCA,COMUNA 11,VILLA SANTA RITA,EDESUR,,,
121,"-58,45705608","-34,6189317",RES. GER. OSIRIS,AV GRAL. DONATO ALVAREZ,573,FEBRERO LUCIANO,15-6471-4621/3968-1325,lucianofebrero@gmail.com,"573 ALVAREZ, DONATO, TTE. GRAL. AV.",COMUNA 06,CABALLITO,EDESUR,,,
268,"-58,39003021","-34,61891721",CLINICA GER. ESPIRITU SANTO S.A.,ESTADOS UNIDOS,1683,MINOTTI CARLOS AGUSTIN,4383-6368,carlosminotti@yahoo.com.ar,1683 ESTADOS UNIDOS,COMUNA 01,CONSTITUCION,EDESUR,S/D,NO,
119,"-58,45720963","-34,61885073",RES. SAN JUAN - ILUVATAR S.R.L.,AV GRAL. DONATO ALVAREZ,582,MINOTTI CARLOS AGUSTIN,4523-4889,carlosminotti@yahoo.com.ar,"582 ALVAREZ, DONATO, TTE. GRAL. AV.",COMUNA 07,FLORES,EDESUR,S/D,NO,
83,"-58,40174245","-34,61876583",RES. INDEPENDENCIA,AV INDEPENDENCIA,2562,GAETA ALBERTO,4345-1275,,,,,,,,
267,"-58,38636291","-34,61867211",ESTABLECIMIENTO RES. PARA PERSONAS MAYORES,ESTADOS UNIDOS,1431,PICK PATRICIA,15-4400-0847,,,,,,,,
398,"-58,40883922","-34,61849476",VIRGEN DEL SOCORRO,MEXICO,3061,ROMAGNOLI,4301-6695,,,,,,,,
130,"-58,49313128","-34,61791864",BAHIA BLANCA,BAHIA BLANCA,1757,FAILLA RICARDO  HECTOR,15-5715-5581,higyseg@fibertel.com.ar,1757 BAHIA BLANCA,COMUNA 10,FLORESTA,EDESUR,145,SI,CUBRE LAS NECESIDADES BASICAS DEL ESTABLECIMIENTO
482,"-58,50047614","-34,61790729",CANALEJAS,SANABRIA,2021,LIZASO ESTEBAN,15-5057-4121,,,,,,,,
491,"-58,50975288","-34,61781952",HOGAR DE ABUELOS ALMA Y CIELO,SANTO TOME,4878,CAUMO MARIANO,4632-1736/1158,inspeccioninmuebles@yahoo.com.ar,4878 SANTO TOME,COMUNA 10,MONTE CASTRO,EDESUR,,,
84,"-58,38327202","-34,6178011",EL GAUCHITO GIL SRL,AV INDEPENDENCIA,1220,CASTRO MARIO GABRIEL,15-6496-6758,castromariog@gmail.com,1220 INDEPENDENCIA AV.,COMUNA 01,CONSTITUCION,EDESUR,,,
521,"-58,52183895","-34,61776746",RES. PARA MAYORES NTRAS RAICES,TINOGASTA,5373,BRAVO GUSTAVO RAUL,4542-6811/15-3353-4880,info@technologyprevingea.com.ar,,,,,,,
13,"-58,40117677","-34,61707422",NVOS EMPRENDIMIENTOS ARGENTINOS SRL,ALBERTI,647,COLLADO RODRIGO,15-5893-8506,sanglarcollado@gmail.com,647 ALBERTI,COMUNA 03,BALVANERA,EDESUR,,,CAMBIO DE REPRESENTANTE TECNICO
292,"-58,4729552","-34,61698895",TEJAS VERDES,GALICIA,2680,FAILLA RICARDO  HECTOR,15-5715-5581,higyseg@fibertel.com.ar,2680/86 GALICIA,COMUNA 11,VILLA GRAL. MITRE,EDESUR,43,SI,CUBRE LAS NECESIDADES BASICAS DEL ESTABLECIMIENTO
197,"-58,40556522","-34,6168617",GER. DE CATAMARCA S.R.L,CATAMARCA,558,ADRIANA MUÑIZ,15-6155-4283,aimuniz@hotmail.com,558 CATAMARCA,COMUNA 03,BALVANERA,EDESUR,,,
462,"-58,48048005","-34,61656802",ARANGUREN,R. ESCALADA DE SAN MARTIN,3075,SOUTO EDUARDO,15-4141-4077,eduardosouto@speedy.com.ar,"3075 ESCALADA DE SAN MARTIN, R.",COMUNA 11,VILLA SANTA RITA,EDESUR,,,CAMBIO DE REPRESENTANTE TECNICO
390,"-58,41558376","-34,6165061",JAVIER LEANDRO AISEMBERG,MAZA,456,STRAFACE GABRIEL,4521-2197,,,,,,,,
17,"-58,45587841","-34,61647576",STELLA MARIS,ALMIRANTE F. J. SEGUI,768,CERVERA ROBERTO HUGO,4545-7331,r_cervera@yahoo.com,"768 SEGUI, F. J., ALTE.",COMUNA 06,CABALLITO,EDESUR,,,CAMBIO DE REPRESENTANTE TECNICO
395,"-58,45059439","-34,6164065",RES. ARCO IRIS,MENDEZ DE ANDES,1139,MARTINEZ ELISEO FRANCISCO,4628-8855,elicefranc@hotmail.com,1139 MENDEZ DE ANDES,COMUNA 06,CABALLITO,EDESUR,,,
487,"-58,41273254","-34,61600042",MODELO SANCHEZ DE LORIA SRL,SANCHEZ DE LORIA,548,LIZASO ESTEBAN,15-5057-4121,,,,,,,,
412,"-58,43833079","-34,61589588",EST. GER. SANTA ROSA DE LIMA,NEUQUEN,551,FABAL GUSTAVO,15-6481-7483,gustavofabal@yahoo.com.ar,551/553 NEUQUEN,COMUNA 06,CABALLITO,EDESUR,,,
539,"-58,39681449","-34,61535326",ESTABLECIMIENTO GER. PRINCESS,VENEZUELA,2142,LIZASO ESTEBAN,15-5057-4121,,,,,,,,
343,"-58,49452266","-34,61528663",EMERITA SA,JOAQUIN V. GONZALEZ,1974,PLUTT MARCELO H.,,mplutt@hotmail.com,"1974 GONZALEZ, JOAQUIN V.",COMUNA 10,MONTE CASTRO,EDESUR,,,
45,"-58,46510298","-34,6150062",ALBERTO ENRIQUE ALIO,AV BOYACA,1214,MINOTTI CARLOS AGUSTIN,4523-4889,carlosminotti@yahoo.com.ar,1214 BOYACA AV.,COMUNA 11,VILLA GRAL. MITRE,EDESUR,S/D,NO,
35,"-58,43774992","-34,61500513",ACOYTE,AV ACOYTE,272,PICK PATRICIA,15-4400-0847,,,,,,,,
82,"-58,42699709","-34,61499854",HOGAR NADIR,AV HIPOLITO YRIGOYEN,4272,LIZASO ESTEBAN,15-5057-4121,,,,,,,,
388,"-58,41584475","-34,61485469",SUCESION DE M G DE CANALE,MAZA,336,SOUTO EDUARDO,15-4141-4077,eduardosouto@speedy.com.ar,336/42  MAZA,COMUNA 05,ALMAGRO,EDESUR,,,CAMBIO DE REPRESENTANTE TECNICO
214,"-58,44226838","-34,61471176",PABLO ROSSETTI,COLPAYO,483,GOMEZ DANIEL ALBERTO,15-6553-3612,,,,,,,,
42,"-58,40511428","-34,61471083",RES. GER. PAUL NIEHANS S.R.L.,AV BELGRANO,2816,CARNEVALE MABEL,52520909/1552474239,arquitecta.mc@gmail.com,2816 BELGRANO AV.,COMUNA 03,BALVANERA,EDESUR,,,
246,"-58,44275223","-34,61469544",MI ANGEL,DR. JUAN F. ARANGUREN,728,,,,"728 ARANGUREN, JUAN F., DR.",COMUNA 06,CABALLITO,EDESUR,,,
258,"-58,43089047","-34,61452905",GER. CASA GRANDE S.R.L.,EDUARDO ACEVEDO,92,PADILLA JAVIER SANTIAGO,4961-9056,gestion@capacitarweb.com.ar,"92 ACEVEDO, EDUARDO",COMUNA 06,CABALLITO,EDESUR,,,
4,"-58,42461635","-34,61436813",OMEGA III S.R.L.,33 ORIENTALES,78,ADRIANA MUÑIZ,15-6155-4283,aimuniz@hotmail.com,78/82 TREINTA Y TRES ORIENTALES,COMUNA 05,ALMAGRO,EDESUR,,,
243,"-58,43572253","-34,61432968",ESTABLEC GER. LA LUISA SA,DR. ELEODORO LOBOS,270,CARBALLO WALTER HUGO,15-6507-1188,,,,,,,,
155,"-58,4362536","-34,61411516",RES. GER. LA SOLEADA,BOGOTA,320,GOMEZ DANIEL ALBERTO,15-655-3612,,,,,,,,
218,"-58,46303761","-34,61410947",OASIS,CNEL APOLINARIO FIGUEROA,1947,CARNEVALE MABEL,5252-0909/15-5247-4239,arquitecta.mc@gmail.com,"1947 FIGUEROA, D. APOLINARIO, CORONEL",COMUNA 11,VILLA GRAL. MITRE,EDESUR,,,
187,"-58,46888059","-34,61410647",LOYOLA,CARACAS,1448,GORRIZ JUAN CRUZ,,juancgorriz@gmail.com,1448 CARACAS,COMUNA 11,VILLA GRAL. MITRE,EDESUR,,,
211,"-58,41882496","-34,61392848",GER. NTRA SE?RA DE LOURDES,COLOMBRES,161,MINOTTI CARLOS AGUSTIN,15-4409-0341,carlosminotti@yahoo.com.ar,161 COLOMBRES,COMUNA 05,ALMAGRO,EDESUR,S/D,NO,
71,"-58,4410829","-34,61387895",AEROKA SRL,AV DR. H. PUEYRREDON,508,CARNEVALE MABEL,5252-0909/15-5247-4239,arquitecta.mc@gmail.com,"508/30 PUEYRREDON, HONORIO, DR. AV.",COMUNA 06,CABALLITO,EDESUR,,,
435,"-58,41552875","-34,61381468",FELICITA ARIAS Y ANTONIO ALVAREZ,PASAJE LUCERO,245,MATEU MARCO,15-3138-1917,marcomateu@yahoo.com.ar,245 LUCERO,COMUNA 05,ALMAGRO,EDESUR,,,CAMBIO DE REPRESENTANTE TECNICO
