X,Y,NOMBRE,CALLE,ALTURA,REPRES_TEC,TELEFONO,MAIL,NOM_GEO,COMUNAS,BARRIOS,SUMI_ELECT,POBLAC,GRUP_ELECT,SUMINISTR,ID
-58.4756144439659,-34.5679420386689,GER. EL SOLAR III,AV MONROE,"4035",CERVERA ROBERTO HUGO,4545-7331,r_cervera@yahoo.com,4035 MONROE AV.,Comuna 12,Villa Urquiza,Edenor,"14",NO,,"103"
-58.4723448144806,-34.6245298830544,SAN GENARO II,AV NAZCA,"663",CARNEVALE MABEL,5252-0909 / / 1552474239,arquitecta.mc@gmail.com,663 NAZCA AV.,Comuna 7,Flores,Edesur,,,,"104"
-58.4276978583027,-34.6252330303401,RES. GER. PEDRO GOYENA,AV PEDRO GOYENA,38/40,PETRYH HORACIO RAMON,1558094153 Nextel ID 642*95,hl.higieneyseguridad@gmail.com,"38/40 GOYENA, PEDRO AV.",Comuna 6,Caballito,Edesur,,,,"105"
-58.451778244163,-34.6283520593867,GER. JHON-JHON,AV PEDRO GOYENA,"1665",NAZARO JUAN JOSE MARIA,155-429-8470,jjnazaro@yahoo.com.ar,"1665 GOYENA, PEDRO AV.",Comuna 6,Caballito,Edesur,,,,"106"
-58.4276438458089,-34.6252275675585,RES. GER. MI NUEVO HOGAR,AV PEDRO GOYENA,"34",ARIAS HORACIO ROBERTO,"1551752748","harias@buenosaires.gov.ar; nmaximino@buenosaires.gov.ar","34 GOYENA, PEDRO AV.",Comuna 6,Caballito,Edesur,,,CAMBIO DE REPRESENTANTE TÉCNICO,"107"
-58.4736517409876,-34.6759230421037,ETERNA S.R.L.,AV RIESTRA,"5540",MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,5540 RIESTRA AV.,Comuna 8,Villa Lugano,Edesur,S/D,NO,,"108"
-58.4783299007377,-34.6329164215219,RES. GER. SAN NICOLAS,AV RIVADAVIA,8143/47,GOMEZ DANIEL ALBERTO,"156-553-612; 154-071-6629",gomez_daniel28@yahoo.com.ar,8143/47 RIVADAVIA AV.,Comuna 10,Floresta,Edesur,"51",NO,,"109"
-58.5050640383369,-34.6383079155144,LUCAS MARTIN PONTILLO,AV RIVADAVIA,"10040",CLEIMAN DEMIAN,4833-5900,info@ehsweb.com.ar,10040 RIVADAVIA AV.,Comuna 10,Villa Luro,Edesur,,,,"110"
-58.4699672265028,-34.630843725854,INST. GER. SAN JOSE DE FLORES S A,AV RIVADAVIA,"7422",SOUTO EDUARDO,154-141-4077,eduardosouto@speedy.com.ar,7422 RIVADAVIA AV.,Comuna 7,Flores,Edesur,,,CAMBIO DE REPRESENTANTE TÉCNICO,"111"
-58.4188737926848,-34.6110094101274,MONTERREY II,AV RIVADAVIA,"3731",MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,3731 RIVADAVIA AV.,Comuna 5,Almagro,Edesur,S/D,NO,,"112"
-58.5099368099435,-34.5980998538935,LA MANSIàN DE LAS SIETE ESTRELLAS,AV S. MARIA DEL CARRIL,"3798",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,"3798 CARRIL, SALVADOR MARIA DEL AV.",Comuna 11,Villa Devoto,Edesur,S/D,NO,,"113"
-58.5075938955394,-34.5963796281984,RES GER. ALTOS DEL BOULEVARD,AV S. MARIA DEL CARRIL,"3601",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,"3601 CARRIL, SALVADOR MARIA DEL AV.",Comuna 11,Villa Devoto,Edesur,S/D,SI,,"114"
-58.5138354329154,-34.6002355554655,REMANSO DE TOSO SRL,AV S. MARIA DEL CARRIL,"4151",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,"4151 CARRIL, SALVADOR MARIA DEL AV.",Comuna 11,Villa Devoto,Edesur,S/D,NO,,"115"
-58.5074121131312,-34.596267337194,ALTOS DEL BOULEVARD,AV S. MARIA DEL CARRIL,"3591",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,"3591 CARRIL, SALVADOR MARIA DEL AV.",Comuna 11,Villa Devoto,Edesur,S/D,NO,,"116"
-58.466662657294,-34.637272318975,RENACER,AV SAN PEDRITO,"558",CARNEVALE MABEL,5252-0909 / / 1552474239,arquitecta.mc@gmail.com,558 SAN PEDRITO AV.,Comuna 7,Flores,Edesur,,,,"117"
-58.5099415591501,-34.609645905648,ASOC.DE BENEFICIENCIA BRITANICA Y NORTEAMERI,AV SEGUROLA,"2941",FONTANELLAZ DIEGO,1550222072- 02241424598,info@interseguridad.com.ar,2941 SEGUROLA AV.,Comuna 11,Villa Devoto,Edesur,,,,"118"
-58.4572096257298,-34.6188507312158,RES. SAN JUAN - ILUVATAR S.R.L.,AV GRAL. DONATO ALVAREZ,"582",MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,"582 ALVAREZ, DONATO, Tte. Gral. AV.",Comuna 7,Flores,Edesur,S/D,NO,,"119"
-58.4566179522829,-34.6198906508105,RENACER II,AV GRAL. DONATO ALVAREZ,"505",GRIFFO MATIAS,155-339-2274,mgriffo_2000@yahoo.com,"505 ALVAREZ, DONATO, Tte. Gral. AV.",Comuna 6,Caballito,Edesur,"32",NO,,"120"
-58.4570560758414,-34.6189316982491,RES. GER. OSIRIS,AV GRAL. DONATO ALVAREZ,"573",FEBRERO LUCIANO,15-6471-4621 -  39681325,lucianofebrero@gmail.com,"573 ALVAREZ, DONATO, Tte. Gral. AV.",Comuna 6,Caballito,Edesur,,,,"121"
-58.4277179239637,-34.632693897847,VERNET,AV VERNET,"163",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,163 VERNET AV.,Comuna 7,Parque Chacabuco,Edesur,S/D,NO,,"122"
-58.4754529650829,-34.5970787853539,HOGAR SAN MARTIN DEL MINISTERIO DE DESARROLLO SOCIAL,AV WARNES,"2650",PUGENER ANDREA LORENA,,andreapugener@hotmail.com,2650 WARNES AV.,Comuna 15,Paternal,Edenor,,,,"123"
-58.4748464652591,-34.6342263356144,SALIM,AZUL,"169",CASTRO mario gabriel,156-496-6758,castromariog@gmail.com,169 AZUL,Comuna 10,Floresta,Edesur,,,,"124"
-58.4440120606252,-34.6316279218428,GER. BALDOMERO DE CRISTINA TKACZIK,B.F. MORENO,"1223",ROMAGNOLI,"4301-6695;155-248-7652",gustavojromagnoli@speedy.com.ar,"1223 FERNANDEZ MORENO, BALDOMERO",Comuna 7,Parque Chacabuco,Edesur,,,,"125"
-58.4658491351253,-34.6270767643439,LOS PINOS,BACACAY,2550/2,MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,2550/2 BACACAY,Comuna 7,Flores,Edesur,S/D,NO,,"126"
-58.4675169992332,-34.6275661989622,SERVICIOS PREFERENCIALES AJ S.R.L.,BACACAY,"2672",BADALUCCO MARIANO,,consultoraprevention@gmail.com,2672 BACACAY,Comuna 7,Flores,Edesur,S/D,NO,,"127"
-58.4663726426254,-34.6271378608647,SAN JORGE,BACACAY,2585/87,ROMAGNOLI,"4301-6695;155-248-7652",gustavojromagnoli@speedy.com.ar,2585/87 BACACAY,Comuna 7,Flores,Edesur,,,,"128"
-58.4899990951358,-34.6205360963178,RES. PARA MAYORES B.B.,BAHIA BLANCA,"1460",ADES HECTOR,4781-9460,hector.ades@gmail.com,1460 BAHIA BLANCA,Comuna 10,Floresta,Edesur,,,,"129"
-58.4931312827052,-34.617918637962,BAHIA BLANCA,BAHIA BLANCA,"1757",FAILLA RICARDO  HECTOR,15-57155581,higyseg@fibertel.com.ar,1757 BAHIA BLANCA,Comuna 10,Floresta,Edesur,"145",SI,CUBRE LAS NECESIDADES BASICAS DEL ESTABLECIMIENTO,"130"
-58.5013125376107,-34.6101145006432,RES. CASA PARQUE,BAHIA BLANCA,"2580",COLLADO RODRIGO,155-893-8506,sanglarcollado@gmail.com,2580 BAHIA BLANCA,Comuna 10,Monte Castro,Edesur,,,CAMBIO DE REPRESENTANTE TÉCNICO,"131"
-58.3698013689106,-34.6225762326305,RES. BALCARCE,BALCARCE,"1235",BUSTAMANTE HERNAN,15-4447-9111,h_aconsultores@telecentro.com.ar,1235 BALCARCE,Comuna 1,San Telmo,Edesur,,,,"132"
-58.4647966927975,-34.6422734612429,SAN AGUSTÖN,B. FERNµNDEZ MORENO,"3214",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,"3214 FERNANDEZ MORENO, BALDOMERO",Comuna 7,Flores,Edesur,S/D,NO,,"133"
-58.477011227732,-34.6345715124073,HOGAR BARADERO,BARADERO,"142",ROMAGNOLI,"4301-6695;155-248-7652",gustavojromagnoli@speedy.com.ar,142 BARADERO,Comuna 10,Floresta,Edesur,,,,"134"
-58.5227763883818,-34.6373703678724,HOGAR FAMILIA BARRAGAN,BARRAGAN,"264",BERCOVSKY JORGE EDUARDO,155-827-0062,jorgeberco@yahoo.com.ar,264 BARRAGAN,Comuna 9,Liniers,Edesur,,,,"135"
-58.3925661951693,-34.6080593291558,JORGE ENRIQUE NICOLAS MARCHI,BARTOLOME MITRE,"1838",RIZZO MAXIMILIANO RAéL,4632-6031,inspeccioninmuebles@yahoo.com.ar,"1838 MITRE, BARTOLOME",Comuna 3,Balvanera,Edesur,,,,"136"
-58.4229485778124,-34.6099642214381,SAN JORGE,BARTOLOME MITRE,"4008",FEBRERO LUCIANO,15-6471-4621 -  39681325,lucianofebrero@gmail.com,"4008 MITRE, BARTOLOME",Comuna 5,Almagro,Edesur,,,,"137"
-58.4138068964272,-34.6092871027868,NAZARET,BARTOLOME MITRE,"3345",ADRIANA MU¥IZ,"1561554283",aimuniz@hot.mail.com,"3345 MITRE, BARTOLOME",Comuna 3,Balvanera,Edesur,,,,"138"
-58.4880815437908,-34.5789415346201,GER. LA LAGUNA DORADA,BARZANA,"2138",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,2138 BARZANA,Comuna 12,Villa Urquiza,Edenor,S/D,NO,,"139"
-58.4854027200862,-34.5821980993932,RES. PARA ADULTOS MAYORES LA FUENTE,BARZANA,"1845",KLOPP EDUARDO,4392-4256,eduardo@safetyservices.com.ar,1845 BARZANA,Comuna 12,Villa Urquiza,Edenor,,,,"140"
-58.4842541841118,-34.5783885046899,LA LAGUNA AZUL,BAUNES,"2045",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,2045 BAUNESS,Comuna 12,Villa Urquiza,Edenor,S/D,NO,,"141"
-58.4867838586664,-34.5755759850151,GER. LA CASONA DEL NONO,BAUNESS,"2316",CERVERA ROBERTO HUGO,4545-7331,r_cervera@yahoo.com,2316 BAUNESS,Comuna 12,Villa Urquiza,Edenor,"23",NO,,"142"
-58.4850038865906,-34.5776632969069,INST. GER. RENACER,BAUNESS,2112/2114,SUAREZ MARCOS ANDRES,4502-5990/ 15-5744-9335,ingdavidcohen@arnet.com.ar,2112/2114 BAUNESS,Comuna 12,Villa Urquiza,Edenor,"23",NO,,"143"
-58.477553045659,-34.5861646598765,NUESTRO TIEMPO,BAUNESS,"1265",MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,1265 BAUNESS,Comuna 15,Parque Chas,Edenor,S/D,NO,,"144"
-58.4748915796435,-34.5841220697006,GER. VICTORIA,BEHRING,"2555",RODRIGUEZ ROSI ROBERTO,4307-7452,rodriguezrosi@hotmail.com,2555 BEHRING,Comuna 15,Parque Chas,Edenor,,,CAMBIO DE REPRESENTANTE TÉCNICO,"145"
-58.5043864363545,-34.6201153030592,CASABLANCA,BENITO JUAREZ,"2120",RODRIGUEZ BUSSI SEBASTIAN MATIAS,"49926675",smrodriguezbussi@hotmail.com,"2120 JUAREZ, BENITO",Comuna 10,Monte Castro,Edesur,"11",NO,,"146"
-58.5111997768417,-34.6182291342335,HOGAR DE ANCIANOS,BERMUDEZ,"2226",SOLA EMILIO,155-378-3931,solaemilio@ciudad.com.ar,2226 BERMUDEZ,Comuna 10,Monte Castro,Edesur,,,,"147"
-58.406848908449,-34.5865020434019,INST. GER. DE REHAB. INTEGRAL I,BILLINGHURST,"2180",MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,2180 BILLINGHURST,Comuna 2,Recoleta,Edenor,S/D,SI,CUBRE LAS NECESIDADES BASICAS DEL ESTABLECIMIENTO,"148"
-58.4516291545508,-34.5548369542415,PARRA DANIEL,BLANCO ENCALADA,"1630",PEREZ LIDIA HAYDEE,"4636-3812, 1558255024",arqcongestion@yahoo.com,1630 BLANCO ENCALADA,Comuna 13,Belgrano,Edenor,,,,"149"
-58.4833995200765,-34.5737277053839,RES. PARA ABUELOS MILAGROS DE MARIA,BLANCO ENCALADA,"4781",FAVETTO GRACIELA CRISTINA,4753-2859,gracielafavetto@hotmail.com,4781 BLANCO ENCALADA,Comuna 12,Villa Urquiza,Edenor,,,,"150"
-58.4863184386962,-34.5755637039456,TU FAMILIA,BLANCO ENCALADA,"5080",POLA GUSTAVO CESAR,156-1141974--49625306,ingpola@hotmail.com,5080 BLANCO ENCALADA,Comuna 12,Villa Urquiza,Edenor,,,,"151"
-58.4648977023513,-34.6255291655223,RECLISAN SRL,BOGOTA,"2450",ADRIANA MU¥IZ,"1561554283",aimuniz@hot.mail.com,2450 BOGOTA,Comuna 7,Flores,Edesur,,,,"152"
-58.4691441116475,-34.6268552404046,DULCE ATARDECER DE NORMA HAYDEE LAUFER,BOGOTA,"2756",MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,2756 BOGOTA,Comuna 7,Flores,Edesur,,,,"153"
-58.4334192752615,-34.6130875875057,GER. GALA PETIT HOTEL DE M. EUGENIA PATRICIA MAC ALLISTER,BOGOTA,137/9,DIBITETTO DARIO,154-066-3298,dario1925@ciudad.com.ar,137/9 BOGOTA,Comuna 6,Caballito,Edesur,S/D,NO,,"154"
-58.4362535974996,-34.6141151612855,RES. GER. LA SOLEADA,BOGOTA,"320",GOMEZ DANIEL ALBERTO,"156-553-612; 154-071-6629",gomez_daniel28@yahoo.com.ar,320 BOGOTA,Comuna 6,Caballito,Edesur,"20",NO,,"155"
-58.4312634288605,-34.6123885965078,SAGRADO CORAZON,BOGOTA,"50",CUENCA GUILLERMO JUAN,4797-8032,guillermocuenca@gmail.com,50 BOGOTA,Comuna 6,Caballito,Edesur,,,,"156"
-58.4872879383144,-34.6320617560804,RES. GER. LA VICTORIA,BOGOTA,"4241",MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,4241 BOGOTA,Comuna 10,Velez Sarsfield,Edesur,S/D,NO,,"157"
-58.4677927645965,-34.6246254400114,GER. BUENOS AIRES,BOLIVIA,"542",ADRIANA MU¥IZ,"1561554283",aimuniz@hot.mail.com,542 ESTADO PLURINACIONAL DE BOLIVIA,Comuna 7,Flores,Edesur,,,,"158"
-58.4667528809283,-34.6269996877078,PRESTACIONES S.A.,BOLIVIA,"324",ADRIANA MU¥IZ,"1561554283",aimuniz@hot.mail.com,324 ESTADO PLURINACIONAL DE BOLIVIA,Comuna 7,Flores,Edesur,,,,"159"
-58.4585713908909,-34.6308754791084,GER. LARREA - PATRICIA ADRIANA GARCIA,BONORINO,245/49,ADRIANA MU¥IZ,"1561554283",aimuniz@hot.mail.com,"245/49 BONORINO, ESTEBAN, Cnel. AV.",Comuna 7,Flores,Edesur,,,,"160"
-58.405050993543,-34.5988419605541,CASA AZUL S.R.L.,BOULOGNE SUR MER,"954",PADILLA JAVIER SANTIAGO,4961-9056,gestion@capacitarweb.com.ar,954 BOULOGNE SUR MER,Comuna 3,Balvanera,Edesur,,,,"161"
-58.4575855070313,-34.6254866867605,JORGE LUIS PAZOS MIRALLES,BOYACA,"114",PICK PATRICIA,"154-400-0847;4702-6493",patriciapick@fibertel.com.ar,114 BOYACA,Comuna 7,Flores,Edesur,,,,"162"
-58.3845108389511,-34.6282585633164,GER. AVRIL,BRASIL,"1314",PATRICIA PICK,"1544000847",patrciapick@fybertel.com.ar,1314 BRASIL,Comuna 1,Constitución,Edesur,,,,"163"
-58.4169589952558,-34.6045741306287,MARIO BRAVO,BRAVO MARIO,"456",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,"456 BRAVO, MARIO",Comuna 5,Almagro,Edesur,S/D,NO,,"164"
-58.4840220074605,-34.5805722638594,ABUELA GRANDE,BUCARELLI,"1902",CERVERA ROBERTO HUGO,4545-7331,r_cervera@yahoo.com,1902 BUCARELLI,Comuna 12,Villa Urquiza,Edenor,"30",NO,,"165"
-58.4921238779374,-34.5715911438452,LA CASA DEL SOL,BUCARELLI,"2932",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,2932 BUCARELLI,Comuna 12,Villa Urquiza,Edenor,S/D,NO,,"166"
-58.4953235217654,-34.5674431238651,LAGUNA DORADA S.R.L.,BUCARELLI,"3343",SZWEDAK JORGE LUIS,"1544262501",jszwedak@hotmail.com,3343 BUCARELLI,Comuna 12,Villa Urquiza,Edenor,"27",NO,,"167"
-58.4875584906395,-34.5832078926336,RES. GER. NTRA SE¥ORA DE LOURDES,BURELA,"1862",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,1862 BURELA,Comuna 12,Villa Urquiza,Edenor,S/D,NO,,"168"
-58.4894894456621,-34.5805647479951,LAS GLICINAS,BURELA,"2095",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,2095 BURELA,Comuna 12,Villa Urquiza,Edenor,S/D,NO,,"169"
-58.514733388822,-34.6436006132359,ESTABLECIMIENTO GER.,CAAGUAZU,"6144",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,6144 CAAGUAZU,Comuna 9,Liniers,Edesur,S/D,NO,,"170"
-58.5192065587461,-34.6474712842154,GER. SERENA,CAAGUAZU,"6656",PELAEZ ALBERTO MANUEL,"49227065",consultora@apelaez.com.ar,6656 CAAGUAZU,Comuna 9,Liniers,Edesur,,,,"171"
-58.5188595320702,-34.6459949297405,SAN NICOLAS,CAFAYATE,"643",HERMIDA DIEGO RODOLFO,"1565206678",diego_hermida72@yahoo.com.ar,643 CAFAYATE,Comuna 9,Liniers,Edesur,"11",NO,,"172"
-58.5081737835152,-34.6537769426105,INST. GER. CAFAYATE SA,CAFAYATE,"1542",GARCIA NORBERTO,"1550026993",ngarcia@gmasociados.com.ar,1542 CAFAYATE,Comuna 9,Mataderos,Edesur,,,,"173"
-58.4932273305656,-34.6403556926027,RES. GER. LAS ROSAS,CAJARAVILLA,"4721",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,4721 CAJARAVILLA,Comuna 10,Villa Luro,Edesur,S/D,NO,,"174"
-58.4579010554541,-34.6214269060529,GER.S GEBEDOS SRL GUSTAVO  BOHN,CALCENA,"429",ABUIN RAéL HECTOR,"1559626013",raul_abuin@yahoo.com.ar,429 CALCENA,Comuna 7,Flores,Edesur,"30",NO,,"175"
-58.3826012012389,-34.6491301127915,LE SA,CALIFORNIA,"2580",STEIZEL ARIEL,"1549729889",ariel@gruposh.com.ar,2580 CALIFORNIA,Comuna 4,Barracas,Edesur,,,,"176"
-58.4435132424545,-34.597464875417,CAMARGO,CAMARGO,"880",HERMIDA DIEGO RODOLFO,"1565206678",diego_hermida72@yahoo.com.ar,880 CAMARGO,Comuna 15,Villa Crespo,Edesur,,,EL PREFECIONAL VA A ENVIAR LA INFORMACIÓN,"177"
-58.4762165789739,-34.6100387295159,BAFERAL S.R.L.,CAMARONES,"2551",TILL PABLO ELIAS,154-421-6549,pablotill@yahoo.com,2551 CAMARONES,Comuna 11,Villa Gral. Mitre,Edesur,,,,"178"
-58.5128960344246,-34.5834602394871,GER. JAZMIN,CAMPANA,5459 CABA,BERCOVSKY JORGE EDUARDO,155-827-0062,jorgeberco@yahoo.com.ar,5459 CABA CAMPANA,Comuna 12,Villa Pueyrredón,Edenor,,,,"179"
-58.4752227630873,-34.6308597348627,RES. GER. JULIA,CAMPANA,"96",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,96 CAMPANA,Comuna 10,Floresta,Edesur,S/D,NO,,"180"
-58.5079344056395,-34.6201509908672,MIRTA GRACIELA DE CONDE,CANADA,4957/61,DACHEVSKY EDGARDO,156-397-6827,egdy_7@yahoo.com.ar,4957/61 CANADA,Comuna 10,Monte Castro,Edesur,,,,"181"
-58.5110750164093,-34.656217515537,RES. GER. ELIT,CA¥ADA DE GOMEZ,"1721",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,1721 CA¥ADA DE GOMEZ,Comuna 9,Mataderos,Edesur,S/D,SI,,"182"
-58.4899289885648,-34.5703132115774,CAMPOS MIGUEL ANGEL,CAPDEVILA,"2940",SOUTO EDUARDO,154-141-4077,eduardosouto@speedy.com.ar,2940 CAPDEVILA,Comuna 12,Villa Urquiza,Edenor,,,CAMBIO DE REPRESENTANTE TÉCNICO,"183"
-58.4605606029228,-34.5708097774064,GER. MARIA REYNA II,CAPITAN GRAL RAMON FREIRE,"1673",ADRIANA MU¥IZ,"1561554283",aimuniz@hot.mail.com,"1673 FREIRE, RAMON, CAP. GRAL.",Comuna 13,Belgrano,Edenor,,,,"184"
-58.4824699460688,-34.5449196340188,AZUL AZUL,CAPITAN GRAL RAMON FREIRE,"4662",ADRIANA MU¥IZ,"1561554283",aimuniz@hot.mail.com,"4662 FREIRE, RAMON, CAP. GRAL.",Comuna 12,Saavedra,Edenor,,,,"185"
-58.4982917096008,-34.578799528174,ESTABLECIMIENTO GER. CARACAS,CARACAS,"5089",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,5089 CARACAS,Comuna 12,Villa Pueyrredón,Edenor,S/D,NO,,"186"
-58.4688805853065,-34.614106472182,LOYOLA,CARACAS,"1448",GORRIZ JUAN CRUZ,,juancgorriz@gmail.com,1448 CARACAS,Comuna 11,Villa Gral. Mitre,Edesur,,,,"187"
-58.4069419631492,-34.6219239624424,GER. SAN FRANCISCO DE ASIS,CARLOS CALVO,2965/67,MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,"2965/67 CALVO, CARLOS",Comuna 3,San Cristobal,Edesur,S/D,NO,,"188"
-58.3968178496819,-34.6207393241991,GER. SAN JOSE,CARLOS CALVO,"2180",MILANESI CARLOS RODOLFO,,estudioplus@estudioplus.com.ar,"2180 CALVO, CARLOS",Comuna 3,San Cristobal,Edesur,,,,"189"
-58.3925396018409,-34.6202384284883,RES. GER. SAN MARTIN,CARLOS CALVO,"1855",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,"1855 CALVO, CARLOS",Comuna 3,San Cristobal,Edesur,S/D,NO,,"190"
-58.4971017276793,-34.6277106704139,LA FUENTE,CARRASCO,"933",DURANDEU LURDES,"4372-9514;  4372-9515",lourdes@giasoluciones.com,933 CARRASCO AV.,Comuna 10,Velez Sarsfield,Edesur,"62",SI,TODO EL ESTABLECIMIENTO INCLUIDO EL ASCENSOR,"191"
-58.4205528546939,-34.6216763073913,GER. L HIRONDELLE,CASTRO,"825",GRIFFO MATIAS NICOLAS,155-339-2274,mgriffo_2000@yahoo.com,825 CASTRO,Comuna 5,Boedo,Edesur,"23",NO,,"192"
-58.4201010958574,-34.6269860633155,CENTRO DEL SOL,CASTRO,"1169",MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,1169 CASTRO,Comuna 5,Boedo,Edesur,S/D,NO,,"193"
-58.4197038058623,-34.6287538730002,GER. VIDA PLENA,CASTRO,1333/5,GRIFFO MATIAS,155-339-2274,mgriffo_2000@yahoo.com,1333/5 CASTRO,Comuna 5,Boedo,Edesur,,,CAMBIO DE REPRESENTANTE TÉCNICO,"194"
-58.4177864942095,-34.6333262800647,GER. SAGRADA FAMILIA,CASTRO BARROS,"1728",ARIAS ANDRES LEONARDO,,hg_argentina@yahoo.com.ar,1728 CASTRO BARROS,Comuna 5,Boedo,Edesur,S/D,NO,,"195"
-58.4207191533159,-34.6130314802667,LACAT SRL EL SOLAR DE DON BOSCO,CASTRO BARROS,"93",DIAZ CORIA BERNABE GUIDO,"1560934814",info@safetyargentina.com,93 CASTRO BARROS,Comuna 5,Almagro,Edesur,"36",NO,,"196"
-58.4055652184219,-34.6168617021947,GER. DE CATAMARCA S.R.L,CATAMARCA,"558",ADRIANA MU¥IZ,156-155-4283,aimuniz@hotmail.com,558 CATAMARCA,Comuna 3,Balvanera,Edesur,,,,"197"
-58.4953676921803,-34.6357964087696,TUYU II,CERVANTES,"128",MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,128 CERVANTES,Comuna 10,Villa Luro,Edesur,S/D,NO,,"198"
-58.4982498492962,-34.6254247142578,GER. MODELO CERVANTES S.A.,CERVANTES,"4651",MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,4651 CERVANTES,Comuna 10,Velez Sarsfield,Edesur,S/D,NO,,"199"
-58.452915901106,-34.575607998207,BEIT AVOT SRL,CESPEDES,"3135",MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,3135 CESPEDES,Comuna 13,Colegiales,Edenor,S/D,NO,,"200"
-58.4520220292408,-34.5743546433658,ALU,CESPEDES,"3016",ESPINOSA JOSE CARLOS,156-050-7553,ing.josecespinosa@gmail.com,3016 CESPEDES,Comuna 13,Colegiales,Edenor,,,,"201"
-58.4228522482131,-34.5839495347507,INST. SERRANO DE NUCERA OLGA Y F. RODOLFO,CHARCAS,"4278",CERIMEDO CARLOS ALFREDO,15-62749504,ingcerimedoutnfrba@yahoo.com.ar,4278 CHARCAS,Comuna 14,Palermo,Edenor,,,,"202"
-58.4703678701758,-34.5804409236001,DESPERTARES,CHARLONE,"2063",BERCOVSKY JORGE EDUARDO,155-827-0062,jorgeberco@yahoo.com.ar,2063 CHARLONE,Comuna 15,Villa Ortuzar,Edenor,,,,"203"
-58.4421046780904,-34.5740595995207,GER. VITASOL DE BOZUGI S.RL.,CIUDAD DE LA PAZ,"368",PFEFFERMAN RUBEN JULIO,,rup@telecentro.com.ar,368 CIUDAD DE LA PAZ,Comuna 14,Palermo,Edenor,,,,"204"
-58.448699036482,-34.5699139278756,BANG BIG SA,CIUDAD DE LA PAZ,1051/57,MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,1051/57 CIUDAD DE LA PAZ,Comuna 13,Colegiales,Edenor,S/D,NO,,"205"
-58.4421046780904,-34.5740595995207,MOHOO S.R.L.,CIUDAD DE LA PAZ,368/376,PFEFFERMAN RUBEN JULIO,,rup@telecentro.com.ar,368/376 CIUDAD DE LA PAZ,Comuna 14,Palermo,Edenor,,,,"206"
-58.4479428719067,-34.5704542569261,RES. GER. LA MIRAGE,CIUDAD DE LA PAZ,"950",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,950 CIUDAD DE LA PAZ,Comuna 13,Colegiales,Edenor,S/D,NO,,"207"
-58.3891038072877,-34.6238841346581,RES. DE ANCIANOS COCHABAMBA,COCHABAMBA,"1649",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,1649 COCHABAMBA,Comuna 1,Constitución,Edesur,S/D,NO,,"208"
