"","CODIGO","GLN","NOMBRE","CODIGO_TIPOLOGIA","TIPOLOGIA","CODIGO_CATEGORIA_TIPOLOGIA","CATEGORIA_TIPOLOGIA","CODIGO_DEPENDENCIA","DEPENDENCIA","ORIGEN_FINANCIAMIENTO","CODIGO_PROVINCIA","PROVINCIA","CODIGO_DEPARTAMENTO","DEPARTAMENTO","CODIGO_LOCALIDAD","LOCALIDAD","CP","DOMICILIO","TE1","TE2","TE3","TE4","LATITUD","LONGITUD","ESTADO_GEO"
"266",50020012115364,NA,"CESAC Nº 30","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",22,"Municipal","Público",2,"CABA",4,"COMUNA 4",2004010003,"NUEVA POMPEYA","1437","AMANCIO ALCORTA E IGUAZU","(011) 4912-2620","","","",-34.6492552312627,-58.4045433998108,"-seleccione-"
"267",50020012115424,NA,"COI Nº 1","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",22,"Municipal","Público",2,"CABA",9,"COMUNA 9",2009010002,"MATADEROS","1440","AVENIDA DE LOS CORRALES Y CARHUE","(011) 4687-0363","","","",-34.665844,-58.5040527,"-seleccione-"
"268",50020012115389,NA,"CMB Nº 12","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",22,"Municipal","Público",2,"CABA",7,"COMUNA 7",2007010001,"FLORES","1406","PAEZ 2283","(011) 4631-8254","","","",-34.6192235568504,-58.464560508728,"-seleccione-"
"269",50020012115391,NA,"CMB Nº 14","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",22,"Municipal","Público",2,"CABA",1,"COMUNA 1",2001010001,"CONSTITUCION","1136","SANTIAGO DEL ESTERO 1678","(011) 4305-4923","","","",-34.6278228013837,-58.3843088150024,"-seleccione-"
"270",50020012115393,NA,"CMB Nº 16","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",22,"Municipal","Público",2,"CABA",5,"COMUNA 5",2005010001,"ALMAGRO","1223","MEXICO 4040","(011) 4931-2139 / 4956-0542","","","",-34.6202701,-58.4229521,"-seleccione-"
"271",50020012115395,NA,"CMB Nº 18","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",22,"Municipal","Público",2,"CABA",4,"COMUNA 4",2004010003,"NUEVA POMPEYA","1437","CARLOS MARIA RAMIREZ 1445","(011) 4919-4671","","","",-34.6529444399715,-58.4228467941284,"-seleccione-"
"272",50020012115398,NA,"CMB Nº 20","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSIDT","Con atención médica general por lo menos 3 días de la semana",22,"Municipal","Público",2,"CABA",9,"COMUNA 9",2009010002,"MATADEROS","1440","ARAUJO 1246","(011) 4682-1802","","","",-34.649304,-58.4945059,"-seleccione-"
"273",50020012115400,NA,"CMB Nº 22","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",22,"Municipal","Público",2,"CABA",14,"COMUNA 14",2014010001,"PALERMO","1425","ARAOZ 2637","(011) 4831-7642","","","",-34.5849632,-58.4138255,"-seleccione-"
"274",50020012115411,NA,"CMB Nº 32","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",22,"Municipal","Público",2,"CABA",10,"COMUNA 10",2010010003,"VELEZ SARSFIELD","1407","CALDERON DE LA BARCA 1198","(011) 4639-6249","","","",-34.6278556,-58.5039976,"-seleccione-"
"275",50020012115413,NA,"CMB Nº 34","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",22,"Municipal","Público",2,"CABA",6,"COMUNA 6",2006010001,"CABALLITO","1424","RIVADAVIA 5126 4° 8","4902-6816","","","",-34.5927379,-58.4386525,"-seleccione-"
"276",50020012115414,NA,"CMB Nº 35","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",22,"Municipal","Público",2,"CABA",15,"COMUNA 15",2015010001,"AGRONOMIA","1419","SALVADOR MARIA DEL CARRIL 2956","(011) 4574-3664 /","4573-4780","","",-34.5910839,-58.498534,"-seleccione-"
"277",50020012115419,NA,"CMB Nº 5","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",22,"Municipal","Público",2,"CABA",11,"COMUNA 11",2011010002,"VILLA DEVOTO","1417","NOGOYA 4302","(011) 4639-5229","","","",-34.6145442,-58.5070422,"-seleccione-"
"278",50020012115421,NA,"CMB Nº 7","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",22,"Municipal","Público",2,"CABA",9,"COMUNA 9",2009010001,"LINIERS","1408","PATRON 6119","(011) 4642-5422","","","",-34.645174,-58.5123761,"-seleccione-"
"279",50020012316361,NA,"CENTRO MEVATERAPIA S.A.","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",5,"COMUNA 5",2005010001,"ALMAGRO","C1198AAW","Tte. General Perón 3931/3937","(011) 4958-1213","","","",-34.6059159265649,-58.4218089580099,"-seleccione-"
"280",52020012316365,NA,"CENTRO DE DIA PARA ADOLESCENTES Y ADULTOS ACRECENCIA","ESSIT","Establecimiento de salud sin internación de tratamiento","ESSIT","Centro de día",23,"Privado","Privado",2,"CABA",11,"COMUNA 11",2011010003,"VILLA GENERAL MITRE","C1416ACA","Gavilán 1263","(011) 4585-7233","","","",-34.6158330553697,-58.4658908843994,"-seleccione-"
"281",50020012115353,NA,"CESAC Nº 2","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",22,"Municipal","Público",2,"CABA",12,"COMUNA 12",2012010003,"VILLA PUEYRREDON","1419","TERRADA 5850","(011) 4572-9520/ 6798/ 3581","","","",-34.5764837,-58.5093206,"-seleccione-"
"282",50020012115344,NA,"CESAC Nº 10","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",22,"Municipal","Público",2,"CABA",4,"COMUNA 4",2004010001,"BARRACAS","1283","AMANCIO ALCORTA 1402","(011) 4304-2002","","","",-34.6334202,-58.3837764,"-seleccione-"
"283",50020012115346,NA,"CESAC Nº 12","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",22,"Municipal","Público",2,"CABA",12,"COMUNA 12",2012010004,"VILLA URQUIZA","1430","OLAZABAL 3960","(011) 4543-2494","","","",-34.5697120217653,-58.4741735458374,"-seleccione-"
"284",50020012115349,NA,"CESAC Nº 15","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",22,"Municipal","Público",2,"CABA",1,"COMUNA 1",2001010006,"SAN TELMO","1103","HUMBERTO PRIMO 470","(011) 4361-4938","(011) 4361-9006","","",-34.6207491,-58.3724662,"-seleccione-"
"285",50020012715336,NA,"CENTRO MEDICO UNION OBREROS Y EMPLEADOS DEL PLASTICO 24 DE NOVIEMBRE","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",27,"Obra social","Privado",2,"CABA",5,"COMUNA 5",2005010001,"ALMAGRO","1253","AVENIDA PAVON 4175","(011) 4922-0922 / 3116","","","",-34.6307937,-58.4228375,""
"286",50020012315747,NA,"CENTRO MEDICO OFTALMOLOGICO","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",2,"COMUNA 2",2002010001,"RECOLETA","1122","Marcelo T. de Alvear 1934 1º A","02/11/3166","","","",-34.5973594534856,-58.3952951431274,"-seleccione-"
"287",50020012315749,NA,"CENTRO MEDICO DE LA OBRA SOCIAL PARA EL PERSONAL DE OBRAS Y SERVICIOS SANITARIOS","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",27,"Obra social","Privado",2,"CABA",6,"COMUNA 6",2006010001,"CABALLITO","1405","Avellaneda 212","(011) 4958-2002 / 2006","","","",-34.6123011357221,-58.4334897994995,"-seleccione-"
"288",51020012315773,NA,"CENTRO MEDICO DE ALTA COMPLEJIDAD DR. COIRA","ESSID","Establecimiento de salud sin internación de diagnóstico","ESSID","Diagnostico por Imágenes y Laboratorio Análisis clínicos",23,"Privado","Privado",2,"CABA",3,"COMUNA 3",2003010001,"BALVANERA","C1022AAQ","Callao 322 6º Piso","(011) 4371-0944","(011) 4371-8787","","",-34.605130876695,-58.3920764923096,"-seleccione-"
"289",50020012315703,NA,"INSTITUTO DE ESTUDIOS OFTALMOLOGICOS DR. FERNANDO CARIDE","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",1,"COMUNA 1",2001010004,"RETIRO","1059","Av. Santa Fe 1179 10º Piso","(011) 4811-1930","(011) 4813-3636","(011) 4811-4067","",-34.5955577924603,-58.3834075927734,"-seleccione-"
"290",50020012115705,NA,"IMDYR - INSTITUTO DE MEDICINA DEL DEPORTE Y REHABILITACION","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",1,"COMUNA 1",2001010001,"CONSTITUCION","1074","Salta 1144","(011) 4305-3426","","","",-34.6215897622797,-58.3829784393311,"-seleccione-"
"291",50020012315707,NA,"INBA INSTITUTO DE NEUROLOGIA BUENOS AIRES","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",13,"COMUNA 13",2013010002,"COLEGIALES","C1426AHA","Ciudad de La Paz 1485","(011) 4788-4800","","","",-34.5679274306937,-58.4522438049316,"-seleccione-"
"292",50020012315804,NA,"CENTRO MEDICO WILLIAM OSLER","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",3,"COMUNA 3",2003010001,"BALVANERA","1213","Boulogne Sur Mer 560","12/29/1899","","","",-34.6037532683387,-58.4066247940064,"-seleccione-"
"293",51020012315743,NA,"CENTRO MEDICO IMAGEN TEST DE DIAGNOSTICO DE ALTA COMPLEJIDAD","ESSID","Establecimiento de salud sin internación de diagnóstico","ESSID","Análisis clínicos y Laboratorio de Anatomía Patológica",23,"Privado","Privado",2,"CABA",7,"COMUNA 7",2007010001,"FLORES","1406","Varela 140/142","(011) 4637-0292/3/4","","","",-34.6315835871495,-58.4646463394165,"-seleccione-"
"294",50020012315598,NA,"CENTRO ONCOLOGICO DE BUENOS AIRES (C.O.B.A.)","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",5,"COMUNA 5",2005010001,"ALMAGRO","1212","Hipólito Yrigoyen 4221","(011) 4981-9263 / 1128","(011) 4981-6623","","",-34.6148441330161,-58.4265804290772,"-seleccione-"
"295",50020012115417,NA,"CMB Nº 38","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",22,"Municipal","Público",2,"CABA",9,"COMUNA 9",2009010003,"PARQUE AVELLANEDA","1407","MORETO 1581","(011) 4635-2599","","","",-34.6383108,-58.4947776,"-seleccione-"
"296",50020012315624,NA,"CENTRO DE ENFERMEDADES RESPIRATORIAS INFANTILES - CERI","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",6,"COMUNA 6",2006010001,"CABALLITO","C1424BSF","Av. Pedro Goyena 551","(011) 4925-6666 / 4924-1694","(011) 4924-7018","","",-34.6260394584086,-58.4337902069092,"-seleccione-"
"297",50020012315780,NA,"CENTRO MEDICO OLIVERA","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",10,"COMUNA 10",2010010003,"VELEZ SARSFIELD","C1407IND","Av. Olivera 337","(011) 4636-1363","(011) 4672-0238","","",-34.6398814314685,-58.4862327575684,"-seleccione-"
"298",50020012315806,NA,"INSTITUTO MEDICO ESPECIALIZADO (IME)","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",6,"COMUNA 6",2006010001,"CABALLITO","1405","Hidalgo 562/568","(011) 4903-9777","","","",-34.6130251914952,-58.4403133392334,"-seleccione-"
"299",50020012115347,NA,"CESAC Nº 13","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",22,"Municipal","Público",2,"CABA",9,"COMUNA 9",2009010003,"PARQUE AVELLANEDA","1407","DIRECTORIO 4210","(011) 4671-5693","","","",-34.6433989,-58.48183,"-seleccione-"
"300",50020012315333,NA,"CENTRO MEDICO SAN LUIS S.A.","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",14,"COMUNA 14",2014010001,"PALERMO","1425","San Martín de Tours 2980","(011) 4801-8050","","","",-34.5778287773251,-58.4038803578733,"-seleccione-"
"301",13020012315472,NA,"CLINICA SANTA ROSA","ESCIESM","Establecimiento de salud con internación especializada en salud mental","ESCIESM","Bajo riesgo con internación simple",23,"Privado","Privado",2,"CABA",5,"COMUNA 5",2005010001,"ALMAGRO","C1202AAJ","Lezica 4348","(011) 4982-5940","(011) 4958-6345","","",-34.6131134905477,-58.4276962280273,""
"302",13020012315474,NA,"FUNDACION INEBA - INSTITUTO DE NEUROCIENCIA BUENOS AIRES","ESCIESM","Establecimiento de salud con internación especializada en salud mental","ESCIESM","Bajo riesgo con internación simple",23,"Privado","Privado",2,"CABA",5,"COMUNA 5",2005010002,"BOEDO","C1192AAW","Guardia Vieja 4435","(011) 4867-7700","","","",-34.6000265465907,-58.4272456169128,""
"303",13020012315488,NA,"FUNDACION GRADIVA (M)","ESCIESM","Establecimiento de salud con internación especializada en salud mental","ESCIESM","Bajo riesgo con internación simple",23,"Privado","Privado",2,"CABA",6,"COMUNA 6",2006010001,"CABALLITO","C1406GLO","Av. Rivadavia 5840/5944","(011) 4432-2051","(011) 4432-3066","(011) 4432-9704","",-34.6230377054626,-58.4477376937866,""
"304",50020012315496,NA,"CENTRO ALTA COMPLEJIDAD ODONTOLOGICA","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con guardia permanente",23,"Privado","Privado",2,"CABA",1,"COMUNA 1",2001010002,"MONSERRAT","1076","San José 356","(011) 4384-5449","(011) 4552-6575","","",-34.6141024335191,-58.385853767395,"-seleccione-"
"305",50020012315498,NA,"CENTRO IMPLANTO ODONTOLOGICO BRANDAN","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",1,"COMUNA 1",2001010005,"SAN NICOLAS","1053","Viamonte 610 3º Piso","(011) 4394-1525","","","",-34.5998322579322,-58.3758544921875,"-seleccione-"
"306",50020012315500,NA,"CENTRO ODONTOLOGICO","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",1,"COMUNA 1",2001010005,"SAN NICOLAS","1047","Lavalle 648 5º A","01/11/8594","","","",-34.6023049887585,-58.375940322876,"-seleccione-"
"307",50020012315502,NA,"CENTRO ODONTOLOGICO CENTRO S.A.","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",1,"COMUNA 1",2001010005,"SAN NICOLAS","1005","Florida 686 2º","05/11/8531","","","",-34.6004151225442,-58.3753716945648,"-seleccione-"
"308",50020012315504,NA,"CENTRO ODONTOLOGICO CERRITO","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",1,"COMUNA 1",2001010004,"RETIRO","1010","Cerrito 822 7º Piso","(011) 4816-0341","","","",-34.5987018421771,-58.3826780319214,"-seleccione-"
"309",50020012315506,NA,"CENTRO MEDICO Y ODONTOLOGICO VIRGEN DE URKUPIÑA","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",4,"COMUNA 4",2004010003,"NUEVA POMPEYA","1437","Av. Sáenz 831","(011) 4919-4258","","","",-34.6502966991572,-58.4162163734436,"-seleccione-"
"310",50020012315508,NA,"C.E.O. CENTRO DE ESPECIALIDADES ODONTOLOGICAS","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",1,"COMUNA 1",2001010004,"RETIRO","1013","Talcahuano 837","(011) 4816-6262","","","",-34.5987018421771,-58.3854675292969,"-seleccione-"
"311",50020012315510,NA,"SIPRO SISTEMA DE PROTECCION ODONTOLOGICA","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",3,"COMUNA 3",2003010001,"BALVANERA","1405","Avenida Pueyrredón 860 10º Piso","(011) 4966-0084","","","",-34.6004681100334,-58.404393196106,"-seleccione-"
"312",50020012115345,NA,"CESAC Nº 11","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",22,"Municipal","Público",2,"CABA",3,"COMUNA 3",2003010001,"BALVANERA","1186","AGÜERO 940","(011) 4864-1446","","","",-34.598894,-58.410614,"-seleccione-"
"313",50020012315644,NA,"CENTRO ODONTOLOGICO GENERAL SAVIO","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",8,"COMUNA 8",2008010001,"VILLA LUGANO","1439","Soldado de la  Frontera 5447 1º","09/11/8483","","","",-34.6872515093549,-58.4620928764343,"-seleccione-"
"314",50020012315808,NA,"CENTRO MEDICO DR. FLORENTINO DALL ORSO","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",1,"COMUNA 1",2001010002,"MONSERRAT","1075","Santiago del Estero 576","011-4382-7666 int. 222","","","",-34.6148088141427,-58.3845233917236,"-seleccione-"
"315",50020012315338,NA,"CENTRO MEDICO URIBURU - CIRUGIA AMBULATORIA","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",2,"COMUNA 2",2002010001,"RECOLETA","1114","Pte. J. E. Uriburu 1471","(011) 4806-2870 / 3788 / 0897","(011) 4805-5151","","",-34.5906825137644,-58.3962392807007,"-seleccione-"
"316",50020012315383,NA,"CLINICA DE CIRUGIA ESPECIALIZADA","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",2,"COMUNA 2",2002010001,"RECOLETA","C1117ABD","Larrea 926","(011) 4961-8011/12/13","(011) 4962-3367","","",-34.5972888008482,-58.4018611907959,"-seleccione-"
"317",15020012315329,NA,"CLINICA ILARRAZ SUSANA ELENA - EL SOL (GERIATRICO)","ESCIETE","Establecimiento de salud con internación especializada en tercera edad","ESCIETE","Bajo riesgo con internación simple",23,"Privado","Privado",2,"CABA",12,"COMUNA 12",2012010003,"VILLA PUEYRREDON","1419","LARSEN 2594/2600","(011) 4571-6713","","","",-34.5770090104875,-58.5050296783447,"-seleccione-"
"318",10020012315482,NA,"SANATORIO PRIVADO DEL CENTRO","ESCIG","Establecimiento de salud con internación general","ESCIG","Alto riesgo con terapia intensiva",23,"Privado","Privado",2,"CABA",3,"COMUNA 3",2003010001,"BALVANERA","1405","Av. Pueyrredón 845","(011) 4962-2828","","","",-34.6003797975327,-58.4043288230896,"-seleccione-"
"319",13020012315269,NA,"CLINICA ARGOS (M)","ESCIESM","Establecimiento de salud con internación especializada en salud mental","ESCIESM","Bajo riesgo con internación simple",23,"Privado","Privado",2,"CABA",7,"COMUNA 7",2007010001,"FLORES","C1406FYJ","AVENIDA AVELLANEDA 2429","(011) 4613-8600","(011) 4613-1443","","",-34.6244856233814,-58.4653329849243,""
"320",13020012315272,NA,"CLINICA DE NEUROPSIQUIATRIA Y PSICOLOGIA MEDICA S.A. (M)","ESCIESM","Establecimiento de salud con internación especializada en salud mental","ESCIESM","Bajo riesgo con internación simple",23,"Privado","Privado",2,"CABA",2,"COMUNA 2",2002010001,"RECOLETA","1425","MANSILLA 3057","(011) 4822-6501","","","",-34.5941446976463,-58.4093713760376,""
"321",50020012715429,NA,"CENTRO ASISTENCIAL SAAVEDRA (UNION OBRERA METALURGICA)","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",27,"Obra social","Privado",2,"CABA",12,"COMUNA 12",2012010002,"SAAVEDRA","1429","Capitán Gral. Ramón Freire 4343 P.B.","(011) 4541-1031 / 1034","","","",-34.547287001198,-58.4806108474731,"-seleccione-"
"322",14020012315297,NA,"CLINICA DE NUTRICION Y SALUD DR. ALBERTO CORMILLOT","ESCIE","Establecimiento de salud con internación especializada en otras especialidades","ESCIE","Bajo riesgo con internación simple",23,"Privado","Privado",2,"CABA",13,"COMUNA 13",2013010003,"NUÑEZ","C1429AXR","CUBA 3684","(011) 4701-6080","(011) 4701-2822","(011) 4702-6520","",-34.547287001198,-58.4667062759399,"-seleccione-"
"323",13020012315273,NA,"CLINICA PSIQUIATRICA DHARMA","ESCIESM","Establecimiento de salud con internación especializada en salud mental","ESCIESM","Bajo riesgo con internación simple",23,"Privado","Privado",2,"CABA",5,"COMUNA 5",2005010002,"BOEDO","1260","Av. Chiclana 3311/19","(011) 4912-7221","(011) 4911-9262/68","","",-34.635044065688,-58.4104871749878,"-seleccione-"
"324",52020012315812,NA,"CENTRO MEDICO DE REHABILITACION DE CIEGOS Y DISMINUIDOS VISUALES","ESSIT","Establecimiento de salud sin internación de tratamiento","ESSIT","Otros",23,"Privado","Privado",2,"CABA",1,"COMUNA 1",2001010002,"MONSERRAT","1095","Venezuela 584","(011) 4331-5256","(011) 4331-7469","","",-34.613925837424,-58.3738803863525,"-seleccione-"
"325",51020012317369,NA,"LABORATORIO DE ANALISIS CLINICOS LACVI","ESSID","Establecimiento de salud sin internación de diagnóstico","ESSID","Laboratorio de Análisis Clínicos",23,"Privado","Privado",2,"CABA",9,"COMUNA 9",2009010002,"MATADEROS","C1440DCJ","Miralla 1078","(011) 4635-9750","","","",-34.6488457011049,-58.5003991129634,"-seleccione-"
"326",14020012315296,NA,"CLINICA DE MICROCIRUGIA S.A.","ESCIE","Establecimiento de salud con internación especializada en otras especialidades","ESCIE","Bajo riesgo con internación simple",23,"Privado","Privado",2,"CABA",3,"COMUNA 3",2003010001,"BALVANERA","1040","TENIENTE GENERAL JUAN DOMINGO PERON 1834","(011) 4372-2265","","","",-34.6067627830678,-58.3925936223386,"-seleccione-"
"327",14020012315298,NA,"CLINICA DEL PARQUE REHABILITACION (D)","ESCIE","Establecimiento de salud con internación especializada en otras especialidades","ESCIE","Mediano riesgo con internación con cuidados especiales",23,"Privado","Privado",2,"CABA",11,"COMUNA 11",2011010001,"VILLA DEL PARQUE","1417","TERRADA 2749","(011) 4503-0858","","","",-34.6035413265632,-58.4862756729126,"-seleccione-"
"328",50020012315578,NA,"MEPRYL MEDICINA PREVENTIVA Y LABORAL","ESSID","Establecimiento de salud sin internación de diagnóstico","ESSID","Medicina Laboral",23,"Privado","Privado",2,"CABA",1,"COMUNA 1",2001010001,"CONSTITUCION","1139","Tacuarí 1330","(011) 4300-6255 / 3643","","","",-34.624874084866,-58.3782148361206,"-seleccione-"
"329",13020012315274,NA,"CLINICA EMANU-EL S.A. - INNOVACIONES EN SALUD","ESCIESM","Establecimiento de salud con internación especializada en salud mental","ESCIESM","Bajo riesgo con internación simple",23,"Privado","Privado",2,"CABA",6,"COMUNA 6",2006010001,"CABALLITO","C1406GRE","Av. Juan Bautista Alberdi 1537","(011) 4431-4010","","","",-34.6263219707419,-58.4496259689331,""
"330",14020012315326,NA,"INSTITUTO SACRE COEUR","ESCIE","Establecimiento de salud con internación especializada en otras especialidades","ESCIE","Alto riesgo con terapia intensiva especializada",23,"Privado","Privado",2,"CABA",2,"COMUNA 2",2002010001,"RECOLETA","C1425BRN","Paraguay 3128","(011) 4963-7200","","","",-34.595027884722,-58.4119462966919,"-seleccione-"
"331",13020012315275,NA,"CLINICA FLORES S.A.","ESCIESM","Establecimiento de salud con internación especializada en salud mental","ESCIESM","Bajo riesgo con internación simple",23,"Privado","Privado",2,"CABA",7,"COMUNA 7",2007010001,"FLORES","C1406DME","Coronel Esteban Bonorino 243","(011) 4613-1015 / 1030 / 6273","","","",-34.6308773493029,-58.4584665298462,""
"332",50020012315731,NA,"CENTRO ASISTENCIAL DE MEDICINA INTEGRAL CAMI","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",5,"COMUNA 5",2005010001,"ALMAGRO","1178","Castro Barros 90","(011) 4981-6274","","","",-34.6118949553282,-58.4208083152771,"-seleccione-"
"333",53020012315586,NA,"CENTRO DE VACUNACION","ESCL","Establecimiento de salud complementario","ESCL","Vacunatorios",23,"Privado","Privado",2,"CABA",13,"COMUNA 13",2013010001,"BELGRANO","1426","José Hernandez 2562","08/11/2664","","","",-34.5661074617397,-58.4538960456848,"-seleccione-"
"334",14020012315288,NA,"CENTRO DE INTERNACION E INVESTIGACION CLINICA FUNDALEU","ESCIE","Establecimiento de salud con internación especializada en otras especialidades","ESCIE","Alto riesgo con terapia intensiva",23,"Privado","Privado",2,"CABA",2,"COMUNA 2",2002010001,"RECOLETA","1114","JOSE EVARISTO URIBURU 1450 / 1520","(011) 4807-1313","(011) 4877-1000","","",-34.5917070525968,-58.3969688415527,"-seleccione-"
